dataset,method,measure,discovery
EWAS25,AdaPT,sd.b,0
EWAS25,AdaPT,sd.m,0
EWAS25,AdaPT,mean,0
EWAS25,AdaPT,mad,48
EWAS25,AdaPT,dip,0
EWAS25,AdaPT,precision,0
EWAS25,AdaPT,direction,0
EWAS25,AdaPT,refgene.pos,46
EWAS25,AdaPT,cpg.loc,0
EWAS25,AdaPT,chr,0
EWAS25,AdaPT,dhs,0
EWAS25,AdaPT,probe.type,0
EWAS25,BL,sd.b,39
EWAS25,BL,sd.m,39
EWAS25,BL,mean,41
EWAS25,BL,mad,39
EWAS25,BL,dip,35
EWAS25,BL,precision,37
EWAS25,BL,direction,43
EWAS25,BL,refgene.pos,42
EWAS25,BL,cpg.loc,42
EWAS25,BL,chr,42
EWAS25,BL,dhs,31
EWAS25,BL,probe.type,41
EWAS26,IHW,sd.b,57
EWAS26,IHW,sd.m,29
EWAS26,IHW,mean,67
EWAS26,IHW,mad,42
EWAS26,IHW,dip,14
EWAS26,IHW,precision,56
EWAS26,IHW,direction,14
EWAS26,IHW,refgene.pos,22
EWAS26,IHW,cpg.loc,22
EWAS26,IHW,chr,21
EWAS26,IHW,dhs,17
EWAS26,IHW,probe.type,20
EWAS26,CAMT,sd.b,46
EWAS26,CAMT,sd.m,49
EWAS26,CAMT,mean,75
EWAS26,CAMT,mad,36
EWAS26,CAMT,dip,27
EWAS26,CAMT,precision,44
EWAS26,CAMT,direction,28
EWAS26,CAMT,refgene.pos,28
EWAS26,CAMT,cpg.loc,24
EWAS26,CAMT,chr,22
EWAS26,CAMT,dhs,6
EWAS26,CAMT,probe.type,29
EWAS26,FDRreg,sd.b,20
EWAS26,FDRreg,sd.m,19
EWAS26,FDRreg,mean,20
EWAS26,FDRreg,mad,20
EWAS26,FDRreg,dip,19
EWAS26,FDRreg,precision,20
EWAS26,FDRreg,direction,19
EWAS26,FDRreg,refgene.pos,19
EWAS26,FDRreg,cpg.loc,19
EWAS26,FDRreg,chr,19
EWAS26,FDRreg,dhs,19
EWAS26,FDRreg,probe.type,19
EWAS26,AdaPT,sd.b,64
EWAS26,AdaPT,sd.m,70
EWAS26,AdaPT,mean,111
EWAS26,AdaPT,mad,0
EWAS26,AdaPT,dip,0
EWAS26,AdaPT,precision,41
EWAS26,AdaPT,direction,0
EWAS26,AdaPT,refgene.pos,21
EWAS26,AdaPT,cpg.loc,0
EWAS26,AdaPT,chr,0
EWAS26,AdaPT,dhs,0
EWAS26,AdaPT,probe.type,0
EWAS26,BL,sd.b,28
EWAS26,BL,sd.m,28
EWAS26,BL,mean,28
EWAS26,BL,mad,28
EWAS26,BL,dip,25
EWAS26,BL,precision,28
EWAS26,BL,direction,28
EWAS26,BL,refgene.pos,28
EWAS26,BL,cpg.loc,28
EWAS26,BL,chr,24
EWAS26,BL,dhs,28
EWAS26,BL,probe.type,28
EWAS27,IHW,sd.b,1425
EWAS27,IHW,sd.m,1198
EWAS27,IHW,mean,1344
EWAS27,IHW,mad,1493
EWAS27,IHW,dip,686
EWAS27,IHW,precision,1401
EWAS27,IHW,direction,689
EWAS27,IHW,refgene.pos,707
EWAS27,IHW,cpg.loc,739
EWAS27,IHW,chr,686
EWAS27,IHW,dhs,710
EWAS27,IHW,probe.type,703
EWAS27,CAMT,sd.b,2466
EWAS27,CAMT,sd.m,1856
EWAS27,CAMT,mean,2151
EWAS27,CAMT,mad,2457
EWAS27,CAMT,dip,898
EWAS27,CAMT,precision,2126
EWAS27,CAMT,direction,991
EWAS27,CAMT,refgene.pos,1095
EWAS27,CAMT,cpg.loc,1205
EWAS27,CAMT,chr,1057
EWAS27,CAMT,dhs,912
EWAS27,CAMT,probe.type,1065
EWAS27,FDRreg,sd.b,793
EWAS27,FDRreg,sd.m,783
EWAS27,FDRreg,mean,788
EWAS27,FDRreg,mad,796
EWAS27,FDRreg,dip,763
EWAS27,FDRreg,precision,796
EWAS27,FDRreg,direction,762
EWAS27,FDRreg,refgene.pos,763
EWAS27,FDRreg,cpg.loc,764
EWAS27,FDRreg,chr,763
EWAS27,FDRreg,dhs,763
EWAS27,FDRreg,probe.type,763
EWAS27,AdaPT,sd.b,2075
EWAS27,AdaPT,sd.m,1664
EWAS27,AdaPT,mean,1793
EWAS27,AdaPT,mad,2121
EWAS27,AdaPT,dip,747
EWAS27,AdaPT,precision,2074
EWAS27,AdaPT,direction,784
EWAS27,AdaPT,refgene.pos,1007
EWAS27,AdaPT,cpg.loc,1001
EWAS27,AdaPT,chr,944
EWAS27,AdaPT,dhs,501
EWAS27,AdaPT,probe.type,870
EWAS27,BL,sd.b,862
EWAS27,BL,sd.m,837
EWAS27,BL,mean,852
EWAS27,BL,mad,869
EWAS27,BL,dip,774
EWAS27,BL,precision,852
EWAS27,BL,direction,769
EWAS27,BL,refgene.pos,784
EWAS27,BL,cpg.loc,787
EWAS27,BL,chr,777
EWAS27,BL,dhs,778
EWAS27,BL,probe.type,780
EWAS28,IHW,sd.b,1101
EWAS28,IHW,sd.m,732
EWAS28,IHW,mean,1036
EWAS28,IHW,mad,1098
EWAS28,IHW,dip,484
EWAS28,IHW,precision,974
EWAS28,IHW,direction,487
EWAS28,IHW,refgene.pos,493
EWAS28,IHW,cpg.loc,515
EWAS28,IHW,chr,503
EWAS28,IHW,dhs,480
EWAS28,IHW,probe.type,495
EWAS28,CAMT,sd.b,1271
EWAS28,CAMT,sd.m,645
EWAS28,CAMT,mean,1250
EWAS28,CAMT,mad,1244
EWAS28,CAMT,dip,384
EWAS28,CAMT,precision,1089
EWAS28,CAMT,direction,467
EWAS28,CAMT,refgene.pos,482
EWAS28,CAMT,cpg.loc,505
EWAS28,CAMT,chr,412
EWAS28,CAMT,dhs,562
EWAS28,CAMT,probe.type,497
EWAS28,FDRreg,sd.b,513
EWAS28,FDRreg,sd.m,498
EWAS28,FDRreg,mean,509
EWAS28,FDRreg,mad,512
EWAS28,FDRreg,dip,490
EWAS28,FDRreg,precision,508
EWAS28,FDRreg,direction,490
EWAS28,FDRreg,refgene.pos,490
EWAS28,FDRreg,cpg.loc,491
EWAS28,FDRreg,chr,490
EWAS28,FDRreg,dhs,490
EWAS28,FDRreg,probe.type,490
EWAS28,AdaPT,sd.b,1444
EWAS28,AdaPT,sd.m,401
EWAS28,AdaPT,mean,1143
EWAS28,AdaPT,mad,1381
EWAS28,AdaPT,dip,163
EWAS28,AdaPT,precision,1185
EWAS28,AdaPT,direction,452
EWAS28,AdaPT,refgene.pos,393
EWAS28,AdaPT,cpg.loc,505
EWAS28,AdaPT,chr,266
EWAS28,AdaPT,dhs,232
EWAS28,AdaPT,probe.type,468
EWAS28,BL,sd.b,601
EWAS28,BL,sd.m,556
EWAS28,BL,mean,607
EWAS28,BL,mad,609
EWAS28,BL,dip,538
EWAS28,BL,precision,583
EWAS28,BL,direction,540
EWAS28,BL,refgene.pos,538
EWAS28,BL,cpg.loc,541
EWAS28,BL,chr,538
EWAS28,BL,dhs,542
EWAS28,BL,probe.type,539
EWAS29,IHW,sd.b,45
EWAS29,IHW,sd.m,50
EWAS29,IHW,mean,30
EWAS29,IHW,mad,56
EWAS29,IHW,dip,26
EWAS29,IHW,precision,43
EWAS29,IHW,direction,26
EWAS29,IHW,refgene.pos,28
EWAS29,IHW,cpg.loc,27
EWAS29,IHW,chr,26
EWAS29,IHW,dhs,25
EWAS29,IHW,probe.type,26
EWAS29,CAMT,sd.b,58
EWAS29,CAMT,sd.m,57
EWAS29,CAMT,mean,36
EWAS29,CAMT,mad,61
EWAS29,CAMT,dip,26
EWAS29,CAMT,precision,50
EWAS29,CAMT,direction,25
EWAS29,CAMT,refgene.pos,24
EWAS29,CAMT,cpg.loc,26
EWAS29,CAMT,chr,33
EWAS29,CAMT,dhs,26
EWAS29,CAMT,probe.type,25
EWAS29,FDRreg,sd.b,28
EWAS29,FDRreg,sd.m,28
EWAS29,FDRreg,mean,28
EWAS29,FDRreg,mad,28
EWAS29,FDRreg,dip,28
EWAS29,FDRreg,precision,28
EWAS29,FDRreg,direction,28
EWAS29,FDRreg,refgene.pos,28
EWAS29,FDRreg,cpg.loc,28
EWAS29,FDRreg,chr,28
EWAS29,FDRreg,dhs,28
EWAS29,FDRreg,probe.type,28
EWAS29,AdaPT,sd.b,39
EWAS29,AdaPT,sd.m,21
EWAS29,AdaPT,mean,27
EWAS29,AdaPT,mad,44
EWAS29,AdaPT,dip,0
EWAS29,AdaPT,precision,0
EWAS29,AdaPT,direction,0
EWAS29,AdaPT,refgene.pos,22
EWAS29,AdaPT,cpg.loc,0
EWAS29,AdaPT,chr,0
EWAS29,AdaPT,dhs,0
EWAS29,AdaPT,probe.type,22
EWAS29,BL,sd.b,26
EWAS29,BL,sd.m,27
EWAS29,BL,mean,26
EWAS29,BL,mad,26
EWAS29,BL,dip,26
EWAS29,BL,precision,27
EWAS29,BL,direction,26
EWAS29,BL,refgene.pos,26
EWAS29,BL,cpg.loc,26
EWAS29,BL,chr,26
EWAS29,BL,dhs,26
EWAS29,BL,probe.type,26
EWAS30,IHW,sd.b,14
EWAS30,IHW,sd.m,9
EWAS30,IHW,mean,11
EWAS30,IHW,mad,13
EWAS30,IHW,dip,3
EWAS30,IHW,precision,13
EWAS30,IHW,direction,6
EWAS30,IHW,refgene.pos,6
EWAS30,IHW,cpg.loc,10
EWAS30,IHW,chr,3
EWAS30,IHW,dhs,7
EWAS30,IHW,probe.type,6
EWAS30,CAMT,sd.b,30
EWAS30,CAMT,sd.m,9
EWAS30,CAMT,mean,30
EWAS30,CAMT,mad,27
EWAS30,CAMT,dip,7
EWAS30,CAMT,precision,22
EWAS30,CAMT,direction,11
EWAS30,CAMT,refgene.pos,8
EWAS30,CAMT,cpg.loc,6
EWAS30,CAMT,chr,8
EWAS30,CAMT,dhs,10
EWAS30,CAMT,probe.type,5
EWAS30,FDRreg,sd.b,6
EWAS30,FDRreg,sd.m,6
EWAS30,FDRreg,mean,6
EWAS30,FDRreg,mad,6
EWAS30,FDRreg,dip,6
EWAS30,FDRreg,precision,6
EWAS30,FDRreg,direction,6
EWAS30,FDRreg,refgene.pos,6
EWAS30,FDRreg,cpg.loc,6
EWAS30,FDRreg,chr,6
EWAS30,FDRreg,dhs,6
EWAS30,FDRreg,probe.type,6
EWAS30,AdaPT,sd.b,0
EWAS30,AdaPT,sd.m,0
EWAS30,AdaPT,mean,0
EWAS30,AdaPT,mad,0
EWAS30,AdaPT,dip,0
EWAS30,AdaPT,precision,0
EWAS30,AdaPT,direction,0
EWAS30,AdaPT,refgene.pos,0
EWAS30,AdaPT,cpg.loc,0
EWAS30,AdaPT,chr,0
EWAS30,AdaPT,dhs,0
EWAS30,AdaPT,probe.type,0
EWAS30,BL,sd.b,6
EWAS30,BL,sd.m,6
EWAS30,BL,mean,7
EWAS30,BL,mad,6
EWAS30,BL,dip,6
EWAS30,BL,precision,6
EWAS30,BL,direction,6
EWAS30,BL,refgene.pos,6
EWAS30,BL,cpg.loc,6
EWAS30,BL,chr,6
EWAS30,BL,dhs,6
EWAS30,BL,probe.type,6
EWAS31,IHW,sd.b,153
EWAS31,IHW,sd.m,181
EWAS31,IHW,mean,177
EWAS31,IHW,mad,149
EWAS31,IHW,dip,151
EWAS31,IHW,precision,151
EWAS31,IHW,direction,154
EWAS31,IHW,refgene.pos,163
EWAS31,IHW,cpg.loc,155
EWAS31,IHW,chr,144
EWAS31,IHW,dhs,132
EWAS31,IHW,probe.type,166
EWAS31,CAMT,sd.b,222
EWAS31,CAMT,sd.m,178
EWAS31,CAMT,mean,187
EWAS31,CAMT,mad,188
EWAS31,CAMT,dip,232
EWAS31,CAMT,precision,187
EWAS31,CAMT,direction,156
EWAS31,CAMT,refgene.pos,147
EWAS31,CAMT,cpg.loc,182
EWAS31,CAMT,chr,170
EWAS31,CAMT,dhs,181
EWAS31,CAMT,probe.type,203
EWAS31,FDRreg,sd.b,138
EWAS31,FDRreg,sd.m,137
EWAS31,FDRreg,mean,136
EWAS31,FDRreg,mad,136
EWAS31,FDRreg,dip,138
EWAS31,FDRreg,precision,139
EWAS31,FDRreg,direction,136
EWAS31,FDRreg,refgene.pos,136
EWAS31,FDRreg,cpg.loc,136
EWAS31,FDRreg,chr,136
EWAS31,FDRreg,dhs,136
EWAS31,FDRreg,probe.type,136
EWAS31,AdaPT,sd.b,125
EWAS31,AdaPT,sd.m,103
EWAS31,AdaPT,mean,0
EWAS31,AdaPT,mad,0
EWAS31,AdaPT,dip,166
EWAS31,AdaPT,precision,73
EWAS31,AdaPT,direction,128
EWAS31,AdaPT,refgene.pos,25
EWAS31,AdaPT,cpg.loc,82
EWAS31,AdaPT,chr,0
EWAS31,AdaPT,dhs,165
EWAS31,AdaPT,probe.type,202
EWAS31,BL,sd.b,167
EWAS31,BL,sd.m,165
EWAS31,BL,mean,163
EWAS31,BL,mad,162
EWAS31,BL,dip,166
EWAS31,BL,precision,166
EWAS31,BL,direction,160
EWAS31,BL,refgene.pos,161
EWAS31,BL,cpg.loc,161
EWAS31,BL,chr,161
EWAS31,BL,dhs,160
EWAS31,BL,probe.type,165
EWAS32,IHW,sd.b,1681
EWAS32,IHW,sd.m,1637
EWAS32,IHW,mean,1506
EWAS32,IHW,mad,1333
EWAS32,IHW,dip,1358
EWAS32,IHW,precision,1654
EWAS32,IHW,direction,1213
EWAS32,IHW,refgene.pos,1206
EWAS32,IHW,cpg.loc,1208
EWAS32,IHW,chr,1216
EWAS32,IHW,dhs,1211
EWAS32,IHW,probe.type,1212
EWAS32,CAMT,sd.b,2147
EWAS32,CAMT,sd.m,2399
EWAS32,CAMT,mean,1742
EWAS32,CAMT,mad,1602
EWAS32,CAMT,dip,1854
EWAS32,CAMT,precision,2255
EWAS32,CAMT,direction,1708
EWAS32,CAMT,refgene.pos,1754
EWAS32,CAMT,cpg.loc,1810
EWAS32,CAMT,chr,1658
EWAS32,CAMT,dhs,1663
EWAS32,CAMT,probe.type,1627
EWAS32,FDRreg,sd.b,1394
EWAS32,FDRreg,sd.m,1397
EWAS32,FDRreg,mean,1365
EWAS32,FDRreg,mad,1359
EWAS32,FDRreg,dip,1366
EWAS32,FDRreg,precision,1395
EWAS32,FDRreg,direction,1356
EWAS32,FDRreg,refgene.pos,1358
EWAS32,FDRreg,cpg.loc,1357
EWAS32,FDRreg,chr,1356
EWAS32,FDRreg,dhs,1356
EWAS32,FDRreg,probe.type,1356
EWAS32,AdaPT,sd.b,1590
EWAS32,AdaPT,sd.m,1785
EWAS32,AdaPT,mean,1491
EWAS32,AdaPT,mad,1413
EWAS32,AdaPT,dip,1023
EWAS32,AdaPT,precision,1485
EWAS32,AdaPT,direction,1606
EWAS32,AdaPT,refgene.pos,1432
EWAS32,AdaPT,cpg.loc,1462
EWAS32,AdaPT,chr,1590
EWAS32,AdaPT,dhs,1606
EWAS32,AdaPT,probe.type,1618
EWAS32,BL,sd.b,1483
EWAS32,BL,sd.m,1483
EWAS32,BL,mean,1429
EWAS32,BL,mad,1410
EWAS32,BL,dip,1438
EWAS32,BL,precision,1475
EWAS32,BL,direction,1418
EWAS32,BL,refgene.pos,1434
EWAS32,BL,cpg.loc,1432
EWAS32,BL,chr,1427
EWAS32,BL,dhs,1415
EWAS32,BL,probe.type,1419
EWAS33,IHW,sd.b,1510
EWAS33,IHW,sd.m,1571
EWAS33,IHW,mean,1651
EWAS33,IHW,mad,1495
EWAS33,IHW,dip,1456
EWAS33,IHW,precision,1478
EWAS33,IHW,refgene.pos,1490
EWAS33,IHW,cpg.loc,1493
EWAS33,IHW,chr,1456
EWAS33,IHW,dhs,1445
EWAS33,IHW,probe.type,1485
EWAS33,CAMT,sd.b,2383
EWAS33,CAMT,sd.m,2429
EWAS33,CAMT,mean,2986
EWAS33,CAMT,mad,2532
EWAS33,CAMT,dip,2275
EWAS33,CAMT,precision,2614
EWAS33,CAMT,refgene.pos,2622
EWAS33,CAMT,cpg.loc,2145
EWAS33,CAMT,chr,2247
EWAS33,CAMT,dhs,2222
EWAS33,CAMT,probe.type,2321
EWAS33,FDRreg,sd.b,1623
EWAS33,FDRreg,sd.m,1626
EWAS33,FDRreg,mean,1644
EWAS33,FDRreg,mad,1620
EWAS33,FDRreg,dip,1608
EWAS33,FDRreg,precision,1628
EWAS33,FDRreg,refgene.pos,1619
EWAS33,FDRreg,cpg.loc,1621
EWAS33,FDRreg,chr,1608
EWAS33,FDRreg,dhs,1609
EWAS33,FDRreg,probe.type,1612
EWAS33,AdaPT,sd.b,1772
EWAS33,AdaPT,sd.m,2102
EWAS33,AdaPT,mean,2842
EWAS33,AdaPT,mad,1804
EWAS33,AdaPT,dip,2253
EWAS33,AdaPT,precision,2037
EWAS33,AdaPT,refgene.pos,2092
EWAS33,AdaPT,cpg.loc,2043
EWAS33,AdaPT,chr,2144
EWAS33,AdaPT,dhs,2254
EWAS33,AdaPT,probe.type,2165
EWAS33,BL,sd.b,1838
EWAS33,BL,sd.m,1849
EWAS33,BL,mean,1920
EWAS33,BL,mad,1831
EWAS33,BL,dip,1794
EWAS33,BL,precision,1850
EWAS33,BL,refgene.pos,1812
EWAS33,BL,cpg.loc,1808
EWAS33,BL,chr,1798
EWAS33,BL,dhs,1819
EWAS33,BL,probe.type,1804
EWAS34,IHW,sd.b,5
EWAS34,IHW,sd.m,8
EWAS34,IHW,mean,14
EWAS34,IHW,mad,0
EWAS34,IHW,dip,5
EWAS34,IHW,precision,6
EWAS34,IHW,direction,9
EWAS34,IHW,refgene.pos,11
EWAS34,IHW,cpg.loc,14
EWAS34,IHW,chr,10
EWAS34,IHW,dhs,9
EWAS34,IHW,probe.type,9
EWAS34,CAMT,sd.b,9
EWAS34,CAMT,sd.m,9
EWAS34,CAMT,mean,14
EWAS34,CAMT,mad,8
EWAS34,CAMT,dip,11
EWAS34,CAMT,precision,10
EWAS34,CAMT,direction,14
EWAS34,CAMT,refgene.pos,11
EWAS34,CAMT,cpg.loc,15
EWAS34,CAMT,chr,8
EWAS34,CAMT,dhs,10
EWAS34,CAMT,probe.type,10
EWAS34,FDRreg,sd.b,4
EWAS34,FDRreg,sd.m,4
EWAS34,FDRreg,mean,4
EWAS34,FDRreg,mad,4
EWAS34,FDRreg,dip,4
EWAS34,FDRreg,precision,4
EWAS34,FDRreg,direction,4
EWAS34,FDRreg,refgene.pos,4
EWAS34,FDRreg,cpg.loc,4
EWAS34,FDRreg,chr,4
EWAS34,FDRreg,dhs,4
EWAS34,FDRreg,probe.type,4
EWAS34,AdaPT,sd.b,0
EWAS34,AdaPT,sd.m,0
EWAS34,AdaPT,mean,0
EWAS34,AdaPT,mad,0
EWAS34,AdaPT,dip,0
EWAS34,AdaPT,precision,0
EWAS34,AdaPT,direction,0
EWAS34,AdaPT,refgene.pos,0
EWAS34,AdaPT,cpg.loc,0
EWAS34,AdaPT,chr,0
EWAS34,AdaPT,dhs,0
EWAS34,AdaPT,probe.type,0
EWAS34,BL,sd.b,10
EWAS34,BL,sd.m,10
EWAS34,BL,mean,10
EWAS34,BL,mad,10
EWAS34,BL,dip,10
EWAS34,BL,precision,10
EWAS34,BL,direction,10
EWAS34,BL,refgene.pos,10
EWAS34,BL,cpg.loc,10
EWAS34,BL,chr,10
EWAS34,BL,dhs,10
EWAS34,BL,probe.type,10
EWAS35,IHW,sd.b,366
EWAS35,IHW,sd.m,186
EWAS35,IHW,mean,369
EWAS35,IHW,mad,350
EWAS35,IHW,dip,158
EWAS35,IHW,precision,327
EWAS35,IHW,direction,147
EWAS35,IHW,refgene.pos,162
EWAS35,IHW,cpg.loc,156
EWAS35,IHW,chr,150
EWAS35,IHW,dhs,133
EWAS35,IHW,probe.type,150
EWAS35,CAMT,sd.b,386
EWAS35,CAMT,sd.m,112
EWAS35,CAMT,mean,308
EWAS35,CAMT,mad,288
EWAS35,CAMT,dip,132
EWAS35,CAMT,precision,390
EWAS35,CAMT,direction,96
EWAS35,CAMT,refgene.pos,196
EWAS35,CAMT,cpg.loc,130
EWAS35,CAMT,chr,137
EWAS35,CAMT,dhs,129
EWAS35,CAMT,probe.type,110
EWAS35,FDRreg,sd.b,155
EWAS35,FDRreg,sd.m,153
EWAS35,FDRreg,mean,156
EWAS35,FDRreg,mad,155
EWAS35,FDRreg,dip,153
EWAS35,FDRreg,precision,155
EWAS35,FDRreg,direction,153
EWAS35,FDRreg,refgene.pos,153
EWAS35,FDRreg,cpg.loc,153
EWAS35,FDRreg,chr,153
EWAS35,FDRreg,dhs,153
EWAS35,FDRreg,probe.type,153
EWAS35,AdaPT,sd.b,223
EWAS35,AdaPT,sd.m,0
EWAS35,AdaPT,mean,255
EWAS35,AdaPT,mad,105
EWAS35,AdaPT,dip,0
EWAS35,AdaPT,precision,268
EWAS35,AdaPT,direction,61
EWAS35,AdaPT,refgene.pos,0
EWAS35,AdaPT,cpg.loc,66
EWAS35,AdaPT,chr,0
EWAS35,AdaPT,dhs,105
EWAS35,AdaPT,probe.type,66
EWAS35,BL,sd.b,182
EWAS35,BL,sd.m,158
EWAS35,BL,mean,190
EWAS35,BL,mad,183
EWAS35,BL,dip,138
EWAS35,BL,precision,167
EWAS35,BL,direction,155
EWAS35,BL,refgene.pos,148
EWAS35,BL,cpg.loc,159
EWAS35,BL,chr,137
EWAS35,BL,dhs,139
EWAS35,BL,probe.type,146
EWAS36,IHW,sd.b,0
EWAS36,IHW,sd.m,0
EWAS36,IHW,mean,0
EWAS36,IHW,mad,0
EWAS36,IHW,dip,0
EWAS36,IHW,precision,0
EWAS36,IHW,icc.m,0
EWAS36,IHW,icc.b,0
EWAS36,IHW,direction,0
EWAS36,IHW,refgene.pos,0
EWAS36,IHW,cpg.loc,0
EWAS36,IHW,chr,0
EWAS36,IHW,dhs,0
EWAS36,IHW,probe.type,0
EWAS36,CAMT,sd.b,0
EWAS36,CAMT,sd.m,0
EWAS36,CAMT,mean,0
EWAS36,CAMT,mad,0
EWAS36,CAMT,dip,0
EWAS36,CAMT,precision,0
EWAS36,CAMT,icc.m,0
EWAS36,CAMT,icc.b,0
EWAS36,CAMT,direction,0
EWAS36,CAMT,refgene.pos,0
EWAS36,CAMT,cpg.loc,0
EWAS36,CAMT,chr,0
EWAS36,CAMT,dhs,0
EWAS36,CAMT,probe.type,0
EWAS36,FDRreg,sd.b,0
EWAS36,FDRreg,sd.m,0
EWAS36,FDRreg,mean,0
EWAS36,FDRreg,mad,0
EWAS36,FDRreg,dip,0
EWAS36,FDRreg,precision,0
EWAS36,FDRreg,icc.m,0
EWAS36,FDRreg,icc.b,0
EWAS36,FDRreg,direction,0
EWAS36,FDRreg,refgene.pos,0
EWAS36,FDRreg,cpg.loc,0
EWAS36,FDRreg,chr,0
EWAS36,FDRreg,dhs,0
EWAS36,FDRreg,probe.type,0
EWAS36,AdaPT,sd.b,0
EWAS36,AdaPT,sd.m,0
EWAS36,AdaPT,mean,0
EWAS36,AdaPT,mad,0
EWAS36,AdaPT,dip,0
EWAS36,AdaPT,precision,0
EWAS36,AdaPT,icc.m,0
EWAS36,AdaPT,icc.b,0
EWAS36,AdaPT,direction,0
EWAS36,AdaPT,refgene.pos,0
EWAS36,AdaPT,cpg.loc,0
EWAS36,AdaPT,chr,0
EWAS36,AdaPT,dhs,0
EWAS36,AdaPT,probe.type,0
EWAS36,BL,sd.b,0
EWAS36,BL,sd.m,0
EWAS36,BL,mean,0
EWAS36,BL,mad,0
EWAS36,BL,dip,0
EWAS36,BL,precision,0
EWAS36,BL,icc.m,0
EWAS36,BL,icc.b,0
EWAS36,BL,direction,0
EWAS36,BL,refgene.pos,0
EWAS36,BL,cpg.loc,0
EWAS36,BL,chr,0
EWAS36,BL,dhs,0
EWAS36,BL,probe.type,0
EWAS37,IHW,sd.b,4808
EWAS37,IHW,sd.m,3982
EWAS37,IHW,mean,5629
EWAS37,IHW,mad,4873
EWAS37,IHW,dip,3992
EWAS37,IHW,precision,4322
EWAS37,IHW,direction,4037
EWAS37,IHW,refgene.pos,3989
EWAS37,IHW,cpg.loc,4135
EWAS37,IHW,chr,3966
EWAS37,IHW,dhs,4009
EWAS37,IHW,probe.type,3983
EWAS37,CAMT,sd.b,5845
EWAS37,CAMT,sd.m,4427
EWAS37,CAMT,mean,7084
EWAS37,CAMT,mad,5728
EWAS37,CAMT,dip,4440
EWAS37,CAMT,precision,5172
EWAS37,CAMT,direction,4484
EWAS37,CAMT,refgene.pos,4522
EWAS37,CAMT,cpg.loc,4699
EWAS37,CAMT,chr,4482
EWAS37,CAMT,dhs,4462
EWAS37,CAMT,probe.type,4531
EWAS37,FDRreg,sd.b,4285
EWAS37,FDRreg,sd.m,4224
EWAS37,FDRreg,mean,4376
EWAS37,FDRreg,mad,4290
EWAS37,FDRreg,dip,4224
EWAS37,FDRreg,precision,4252
EWAS37,FDRreg,direction,4225
