dataset,method,measure,discovery
EWAS50,IHW,sd.b,35034
EWAS50,IHW,sd.m,32539
EWAS50,IHW,mean,35628
EWAS50,IHW,mad,36138
EWAS50,IHW,dip,31694
EWAS50,IHW,precision,33621
EWAS50,IHW,direction,32021
EWAS50,IHW,refgene.pos,32162
EWAS50,IHW,cpg.loc,32478
EWAS50,IHW,chr,31658
EWAS50,IHW,dhs,31714
EWAS50,IHW,probe.type,31903
EWAS50,CAMT,sd.b,42477
EWAS50,CAMT,sd.m,37754
EWAS50,CAMT,mean,43433
EWAS50,CAMT,mad,44233
EWAS50,CAMT,dip,35860
EWAS50,CAMT,precision,39265
EWAS50,CAMT,direction,36523
EWAS50,CAMT,refgene.pos,37009
EWAS50,CAMT,cpg.loc,37341
EWAS50,CAMT,chr,35788
EWAS50,CAMT,dhs,35844
EWAS50,CAMT,probe.type,36601
EWAS50,FDRreg,sd.b,36130
EWAS50,FDRreg,sd.m,34714
EWAS50,FDRreg,mean,36306
EWAS50,FDRreg,mad,36638
EWAS50,FDRreg,dip,34366
EWAS50,FDRreg,precision,35197
EWAS50,FDRreg,direction,34431
EWAS50,FDRreg,refgene.pos,34508
EWAS50,FDRreg,cpg.loc,34621
EWAS50,FDRreg,chr,34350
EWAS50,FDRreg,dhs,34344
EWAS50,FDRreg,probe.type,34418
EWAS50,AdaPT,sd.b,41587
EWAS50,AdaPT,sd.m,37327
EWAS50,AdaPT,mean,42774
EWAS50,AdaPT,mad,43628
EWAS50,AdaPT,dip,35866
EWAS50,AdaPT,precision,38708
EWAS50,AdaPT,direction,36442
EWAS50,AdaPT,refgene.pos,36811
EWAS50,AdaPT,cpg.loc,37022
EWAS50,AdaPT,chr,35730
EWAS50,AdaPT,dhs,35796
EWAS50,AdaPT,probe.type,36489
EWAS50,BL,sd.b,37786
EWAS50,BL,sd.m,36084
EWAS50,BL,mean,38212
EWAS50,BL,mad,38511
EWAS50,BL,dip,35642
EWAS50,BL,precision,36583
EWAS50,BL,direction,35793
EWAS50,BL,refgene.pos,35913
EWAS50,BL,cpg.loc,36044
EWAS50,BL,chr,35611
EWAS50,BL,dhs,35628
EWAS50,BL,probe.type,35817
EWAS51,IHW,sd.b,1119
EWAS51,IHW,sd.m,733
EWAS51,IHW,mean,1528
EWAS51,IHW,mad,1529
EWAS51,IHW,dip,725
EWAS51,IHW,precision,845
EWAS51,IHW,direction,718
EWAS51,IHW,refgene.pos,738
EWAS51,IHW,cpg.loc,749
EWAS51,IHW,chr,725
EWAS51,IHW,dhs,719
EWAS51,IHW,probe.type,725
EWAS51,CAMT,sd.b,1849
EWAS51,CAMT,sd.m,1090
EWAS51,CAMT,mean,2192
EWAS51,CAMT,mad,2490
EWAS51,CAMT,dip,927
EWAS51,CAMT,precision,1230
EWAS51,CAMT,direction,1041
EWAS51,CAMT,refgene.pos,849
EWAS51,CAMT,cpg.loc,1067
EWAS51,CAMT,chr,1011
EWAS51,CAMT,dhs,949
EWAS51,CAMT,probe.type,1062
EWAS51,FDRreg,sd.b,813
EWAS51,FDRreg,sd.m,789
EWAS51,FDRreg,mean,834
EWAS51,FDRreg,mad,838
EWAS51,FDRreg,dip,789
EWAS51,FDRreg,precision,798
EWAS51,FDRreg,direction,789
EWAS51,FDRreg,refgene.pos,790
EWAS51,FDRreg,cpg.loc,791
EWAS51,FDRreg,chr,788
EWAS51,FDRreg,dhs,788
EWAS51,FDRreg,probe.type,789
EWAS51,AdaPT,sd.b,1481
EWAS51,AdaPT,sd.m,814
EWAS51,AdaPT,mean,2185
EWAS51,AdaPT,mad,2351
EWAS51,AdaPT,dip,741
EWAS51,AdaPT,precision,1160
EWAS51,AdaPT,direction,810
EWAS51,AdaPT,refgene.pos,529
EWAS51,AdaPT,cpg.loc,851
EWAS51,AdaPT,chr,541
EWAS51,AdaPT,dhs,991
EWAS51,AdaPT,probe.type,933
EWAS51,BL,sd.b,916
EWAS51,BL,sd.m,856
EWAS51,BL,mean,983
EWAS51,BL,mad,991
EWAS51,BL,dip,857
EWAS51,BL,precision,863
EWAS51,BL,direction,848
EWAS51,BL,refgene.pos,861
EWAS51,BL,cpg.loc,860
EWAS51,BL,chr,852
EWAS51,BL,dhs,855
EWAS51,BL,probe.type,852
EWAS52,IHW,sd.b,0
EWAS52,IHW,sd.m,0
EWAS52,IHW,mean,0
EWAS52,IHW,mad,0
EWAS52,IHW,dip,0
EWAS52,IHW,precision,0
EWAS52,IHW,direction,0
EWAS52,IHW,refgene.pos,0
EWAS52,IHW,cpg.loc,0
EWAS52,IHW,chr,0
EWAS52,IHW,dhs,0
EWAS52,IHW,probe.type,0
EWAS52,CAMT,sd.b,0
EWAS52,CAMT,sd.m,0
EWAS52,CAMT,mean,1
EWAS52,CAMT,mad,0
EWAS52,CAMT,dip,0
EWAS52,CAMT,precision,0
EWAS52,CAMT,direction,1
EWAS52,CAMT,refgene.pos,1
EWAS52,CAMT,cpg.loc,0
EWAS52,CAMT,chr,1
EWAS52,CAMT,dhs,0
EWAS52,CAMT,probe.type,0
EWAS52,FDRreg,sd.b,0
EWAS52,FDRreg,sd.m,0
EWAS52,FDRreg,mean,0
EWAS52,FDRreg,mad,0
EWAS52,FDRreg,dip,0
EWAS52,FDRreg,precision,0
EWAS52,FDRreg,direction,0
EWAS52,FDRreg,refgene.pos,0
EWAS52,FDRreg,cpg.loc,0
EWAS52,FDRreg,chr,0
EWAS52,FDRreg,dhs,0
EWAS52,FDRreg,probe.type,0
EWAS52,AdaPT,sd.b,0
EWAS52,AdaPT,sd.m,0
EWAS52,AdaPT,mean,0
EWAS52,AdaPT,mad,0
EWAS52,AdaPT,dip,0
EWAS52,AdaPT,precision,0
EWAS52,AdaPT,direction,0
EWAS52,AdaPT,refgene.pos,0
EWAS52,AdaPT,cpg.loc,0
EWAS52,AdaPT,chr,0
EWAS52,AdaPT,dhs,0
EWAS52,AdaPT,probe.type,0
EWAS52,BL,sd.b,0
EWAS52,BL,sd.m,0
EWAS52,BL,mean,0
EWAS52,BL,mad,0
EWAS52,BL,dip,0
EWAS52,BL,precision,0
EWAS52,BL,direction,0
EWAS52,BL,refgene.pos,0
EWAS52,BL,cpg.loc,0
EWAS52,BL,chr,0
EWAS52,BL,dhs,0
EWAS52,BL,probe.type,0
EWAS53,IHW,sd.b,0
EWAS53,IHW,sd.m,0
EWAS53,IHW,mean,0
EWAS53,IHW,mad,0
EWAS53,IHW,dip,0
EWAS53,IHW,precision,0
EWAS53,IHW,direction,0
EWAS53,IHW,refgene.pos,0
EWAS53,IHW,cpg.loc,0
EWAS53,IHW,chr,0
EWAS53,IHW,dhs,0
EWAS53,IHW,probe.type,0
EWAS53,CAMT,sd.b,0
EWAS53,CAMT,sd.m,0
EWAS53,CAMT,mean,0
EWAS53,CAMT,mad,0
EWAS53,CAMT,dip,0
EWAS53,CAMT,precision,0
EWAS53,CAMT,direction,0
EWAS53,CAMT,refgene.pos,0
EWAS53,CAMT,cpg.loc,0
EWAS53,CAMT,chr,0
EWAS53,CAMT,dhs,0
EWAS53,CAMT,probe.type,0
EWAS53,FDRreg,sd.b,0
EWAS53,FDRreg,sd.m,0
EWAS53,FDRreg,mean,0
EWAS53,FDRreg,mad,0
EWAS53,FDRreg,dip,0
EWAS53,FDRreg,precision,0
EWAS53,FDRreg,direction,0
EWAS53,FDRreg,refgene.pos,0
EWAS53,FDRreg,cpg.loc,0
EWAS53,FDRreg,chr,0
EWAS53,FDRreg,dhs,0
EWAS53,FDRreg,probe.type,0
EWAS53,AdaPT,sd.b,0
EWAS53,AdaPT,sd.m,0
EWAS53,AdaPT,mean,0
EWAS53,AdaPT,mad,0
EWAS53,AdaPT,dip,0
EWAS53,AdaPT,precision,0
EWAS53,AdaPT,direction,0
EWAS53,AdaPT,refgene.pos,0
EWAS53,AdaPT,cpg.loc,0
EWAS53,AdaPT,chr,0
EWAS53,AdaPT,dhs,0
EWAS53,AdaPT,probe.type,0
EWAS53,BL,sd.b,0
EWAS53,BL,sd.m,0
EWAS53,BL,mean,0
EWAS53,BL,mad,0
EWAS53,BL,dip,0
EWAS53,BL,precision,0
EWAS53,BL,direction,0
EWAS53,BL,refgene.pos,0
EWAS53,BL,cpg.loc,0
EWAS53,BL,chr,0
EWAS53,BL,dhs,0
EWAS53,BL,probe.type,0
EWAS54,IHW,sd.b,35
EWAS54,IHW,sd.m,40
EWAS54,IHW,mean,38
EWAS54,IHW,mad,26
EWAS54,IHW,dip,32
EWAS54,IHW,precision,30
EWAS54,IHW,direction,30
EWAS54,IHW,refgene.pos,33
EWAS54,IHW,cpg.loc,33
EWAS54,IHW,chr,25
EWAS54,IHW,dhs,43
EWAS54,IHW,probe.type,29
EWAS54,CAMT,sd.b,52
EWAS54,CAMT,sd.m,39
EWAS54,CAMT,mean,26
EWAS54,CAMT,mad,26
EWAS54,CAMT,dip,45
EWAS54,CAMT,precision,57
EWAS54,CAMT,direction,27
EWAS54,CAMT,refgene.pos,39
EWAS54,CAMT,cpg.loc,43
EWAS54,CAMT,chr,47
EWAS54,CAMT,dhs,43
EWAS54,CAMT,probe.type,37
EWAS54,FDRreg,sd.b,28
EWAS54,FDRreg,sd.m,28
EWAS54,FDRreg,mean,28
EWAS54,FDRreg,mad,28
EWAS54,FDRreg,dip,29
EWAS54,FDRreg,precision,28
EWAS54,FDRreg,direction,28
EWAS54,FDRreg,refgene.pos,28
EWAS54,FDRreg,cpg.loc,28
EWAS54,FDRreg,chr,28
EWAS54,FDRreg,dhs,28
EWAS54,FDRreg,probe.type,28
EWAS54,AdaPT,sd.b,0
EWAS54,AdaPT,sd.m,0
EWAS54,AdaPT,mean,0
EWAS54,AdaPT,mad,0
EWAS54,AdaPT,dip,0
EWAS54,AdaPT,precision,0
EWAS54,AdaPT,direction,0
EWAS54,AdaPT,refgene.pos,0
EWAS54,AdaPT,cpg.loc,24
EWAS54,AdaPT,chr,0
EWAS54,AdaPT,dhs,0
EWAS54,AdaPT,probe.type,22
EWAS54,BL,sd.b,32
EWAS54,BL,sd.m,32
EWAS54,BL,mean,32
EWAS54,BL,mad,33
EWAS54,BL,dip,32
EWAS54,BL,precision,32
EWAS54,BL,direction,32
EWAS54,BL,refgene.pos,32
EWAS54,BL,cpg.loc,32
EWAS54,BL,chr,32
EWAS54,BL,dhs,32
EWAS54,BL,probe.type,32
EWAS55,IHW,sd.b,8
EWAS55,IHW,sd.m,1
EWAS55,IHW,mean,11
EWAS55,IHW,mad,13
EWAS55,IHW,dip,1
EWAS55,IHW,precision,9
EWAS55,IHW,direction,1
EWAS55,IHW,refgene.pos,1
EWAS55,IHW,cpg.loc,1
EWAS55,IHW,chr,1
EWAS55,IHW,dhs,1
EWAS55,IHW,probe.type,1
EWAS55,CAMT,sd.b,39
EWAS55,CAMT,sd.m,2
EWAS55,CAMT,mean,25
EWAS55,CAMT,mad,37
EWAS55,CAMT,dip,3
EWAS55,CAMT,precision,9
EWAS55,CAMT,direction,1
EWAS55,CAMT,refgene.pos,2
EWAS55,CAMT,cpg.loc,3
EWAS55,CAMT,chr,2
EWAS55,CAMT,dhs,3
EWAS55,CAMT,probe.type,3
EWAS55,FDRreg,sd.b,1
EWAS55,FDRreg,sd.m,1
EWAS55,FDRreg,mean,1
EWAS55,FDRreg,mad,1
EWAS55,FDRreg,dip,1
EWAS55,FDRreg,precision,1
EWAS55,FDRreg,direction,1
EWAS55,FDRreg,refgene.pos,1
EWAS55,FDRreg,cpg.loc,1
EWAS55,FDRreg,chr,1
EWAS55,FDRreg,dhs,1
EWAS55,FDRreg,probe.type,1
EWAS55,AdaPT,sd.b,0
EWAS55,AdaPT,sd.m,26
EWAS55,AdaPT,mean,89
EWAS55,AdaPT,mad,0
EWAS55,AdaPT,dip,0
EWAS55,AdaPT,precision,0
EWAS55,AdaPT,direction,0
EWAS55,AdaPT,refgene.pos,25
EWAS55,AdaPT,cpg.loc,0
EWAS55,AdaPT,chr,0
EWAS55,AdaPT,dhs,0
EWAS55,AdaPT,probe.type,0
EWAS55,BL,sd.b,2
EWAS55,BL,sd.m,2
EWAS55,BL,mean,2
EWAS55,BL,mad,2
EWAS55,BL,dip,2
EWAS55,BL,precision,2
EWAS55,BL,direction,1
EWAS55,BL,refgene.pos,2
EWAS55,BL,cpg.loc,2
EWAS55,BL,chr,2
EWAS55,BL,dhs,2
EWAS55,BL,probe.type,2
EWAS56,IHW,sd.b,1904
EWAS56,IHW,sd.m,1634
EWAS56,IHW,mean,2047
EWAS56,IHW,mad,1897
EWAS56,IHW,dip,1392
EWAS56,IHW,precision,1820
EWAS56,IHW,direction,1373
EWAS56,IHW,refgene.pos,1393
EWAS56,IHW,cpg.loc,1486
EWAS56,IHW,chr,1416
EWAS56,IHW,dhs,1441
EWAS56,IHW,probe.type,1482
EWAS56,CAMT,sd.b,2475
EWAS56,CAMT,sd.m,1794
EWAS56,CAMT,mean,2605
EWAS56,CAMT,mad,2499
EWAS56,CAMT,dip,1407
EWAS56,CAMT,precision,2525
EWAS56,CAMT,direction,1391
EWAS56,CAMT,refgene.pos,1360
EWAS56,CAMT,cpg.loc,1549
EWAS56,CAMT,chr,1471
EWAS56,CAMT,dhs,1514
EWAS56,CAMT,probe.type,1453
EWAS56,FDRreg,sd.b,1554
EWAS56,FDRreg,sd.m,1535
EWAS56,FDRreg,mean,1561
EWAS56,FDRreg,mad,1554
EWAS56,FDRreg,dip,1524
EWAS56,FDRreg,precision,1549
EWAS56,FDRreg,direction,1523
EWAS56,FDRreg,refgene.pos,1524
EWAS56,FDRreg,cpg.loc,1527
EWAS56,FDRreg,chr,1524
EWAS56,FDRreg,dhs,1524
EWAS56,FDRreg,probe.type,1527
EWAS56,AdaPT,sd.b,2048
EWAS56,AdaPT,sd.m,1629
EWAS56,AdaPT,mean,2290
EWAS56,AdaPT,mad,2162
EWAS56,AdaPT,dip,1361
EWAS56,AdaPT,precision,2146
EWAS56,AdaPT,direction,1366
EWAS56,AdaPT,refgene.pos,1237
EWAS56,AdaPT,cpg.loc,1481
EWAS56,AdaPT,chr,1363
EWAS56,AdaPT,dhs,1336
EWAS56,AdaPT,probe.type,1313
EWAS56,BL,sd.b,1709
EWAS56,BL,sd.m,1629
EWAS56,BL,mean,1720
EWAS56,BL,mad,1712
EWAS56,BL,dip,1602
EWAS56,BL,precision,1686
EWAS56,BL,direction,1611
EWAS56,BL,refgene.pos,1605
EWAS56,BL,cpg.loc,1631
EWAS56,BL,chr,1608
EWAS56,BL,dhs,1610
EWAS56,BL,probe.type,1626
EWAS57,IHW,sd.b,137
EWAS57,IHW,sd.m,129
EWAS57,IHW,mean,155
EWAS57,IHW,mad,142
EWAS57,IHW,dip,114
EWAS57,IHW,precision,137
EWAS57,IHW,refgene.pos,131
EWAS57,IHW,cpg.loc,127
EWAS57,IHW,chr,123
EWAS57,IHW,dhs,119
EWAS57,IHW,probe.type,129
EWAS57,CAMT,sd.b,164
EWAS57,CAMT,sd.m,147
EWAS57,CAMT,mean,168
EWAS57,CAMT,mad,161
EWAS57,CAMT,dip,130
EWAS57,CAMT,precision,156
EWAS57,CAMT,refgene.pos,146
EWAS57,CAMT,cpg.loc,127
EWAS57,CAMT,chr,137
EWAS57,CAMT,dhs,117
EWAS57,CAMT,probe.type,129
EWAS57,FDRreg,sd.b,129
EWAS57,FDRreg,sd.m,129
EWAS57,FDRreg,mean,129
EWAS57,FDRreg,mad,129
EWAS57,FDRreg,dip,129
EWAS57,FDRreg,precision,129
EWAS57,FDRreg,refgene.pos,129
EWAS57,FDRreg,cpg.loc,129
EWAS57,FDRreg,chr,129
EWAS57,FDRreg,dhs,129
EWAS57,FDRreg,probe.type,129
EWAS57,AdaPT,sd.b,147
EWAS57,AdaPT,sd.m,125
EWAS57,AdaPT,mean,24
EWAS57,AdaPT,mad,105
EWAS57,AdaPT,dip,0
EWAS57,AdaPT,precision,114
EWAS57,AdaPT,refgene.pos,84
EWAS57,AdaPT,cpg.loc,26
EWAS57,AdaPT,chr,30
EWAS57,AdaPT,dhs,0
EWAS57,AdaPT,probe.type,42
EWAS57,BL,sd.b,126
EWAS57,BL,sd.m,125
EWAS57,BL,mean,125
EWAS57,BL,mad,126
EWAS57,BL,dip,123
EWAS57,BL,precision,126
EWAS57,BL,refgene.pos,124
EWAS57,BL,cpg.loc,124
EWAS57,BL,chr,124
EWAS57,BL,dhs,125
EWAS57,BL,probe.type,124
EWAS58,IHW,sd.b,0
EWAS58,IHW,sd.m,0
EWAS58,IHW,mean,0
EWAS58,IHW,mad,0
EWAS58,IHW,dip,0
EWAS58,IHW,precision,2
EWAS58,IHW,direction,0
EWAS58,IHW,refgene.pos,0
EWAS58,IHW,cpg.loc,0
EWAS58,IHW,chr,0
EWAS58,IHW,dhs,0
EWAS58,IHW,probe.type,0
EWAS58,CAMT,sd.b,0
EWAS58,CAMT,sd.m,1
EWAS58,CAMT,mean,0
EWAS58,CAMT,mad,0
EWAS58,CAMT,dip,0
EWAS58,CAMT,precision,0
EWAS58,CAMT,direction,0
EWAS58,CAMT,refgene.pos,0
EWAS58,CAMT,cpg.loc,0
EWAS58,CAMT,chr,0
EWAS58,CAMT,dhs,0
EWAS58,CAMT,probe.type,3
EWAS58,FDRreg,sd.b,0
EWAS58,FDRreg,sd.m,0
EWAS58,FDRreg,mean,0
EWAS58,FDRreg,mad,0
EWAS58,FDRreg,dip,0
EWAS58,FDRreg,precision,0
EWAS58,FDRreg,direction,0
EWAS58,FDRreg,refgene.pos,0
EWAS58,FDRreg,cpg.loc,0
EWAS58,FDRreg,chr,0
EWAS58,FDRreg,dhs,0
EWAS58,FDRreg,probe.type,0
EWAS58,AdaPT,sd.b,0
EWAS58,AdaPT,sd.m,0
EWAS58,AdaPT,mean,0
EWAS58,AdaPT,mad,0
EWAS58,AdaPT,dip,0
EWAS58,AdaPT,precision,0
EWAS58,AdaPT,direction,0
EWAS58,AdaPT,refgene.pos,0
EWAS58,AdaPT,cpg.loc,0
EWAS58,AdaPT,chr,0
EWAS58,AdaPT,dhs,0
EWAS58,AdaPT,probe.type,0
EWAS58,BL,sd.b,0
EWAS58,BL,sd.m,0
EWAS58,BL,mean,0
EWAS58,BL,mad,0
EWAS58,BL,dip,0
EWAS58,BL,precision,0
EWAS58,BL,direction,0
EWAS58,BL,refgene.pos,0
EWAS58,BL,cpg.loc,0
EWAS58,BL,chr,0
EWAS58,BL,dhs,0
EWAS58,BL,probe.type,0
EWAS59,IHW,sd.b,771
EWAS59,IHW,sd.m,509
EWAS59,IHW,mean,732
EWAS59,IHW,mad,722
EWAS59,IHW,dip,486
EWAS59,IHW,precision,658
EWAS59,IHW,direction,474
EWAS59,IHW,refgene.pos,493
EWAS59,IHW,cpg.loc,498
EWAS59,IHW,chr,518
EWAS59,IHW,dhs,486
EWAS59,IHW,probe.type,529
EWAS59,CAMT,sd.b,1243
EWAS59,CAMT,sd.m,805
EWAS59,CAMT,mean,999
EWAS59,CAMT,mad,1188
EWAS59,CAMT,dip,758
EWAS59,CAMT,precision,1223
EWAS59,CAMT,direction,797
EWAS59,CAMT,refgene.pos,681
EWAS59,CAMT,cpg.loc,701
EWAS59,CAMT,chr,806
EWAS59,CAMT,dhs,735
EWAS59,CAMT,probe.type,701
EWAS59,FDRreg,sd.b,596
EWAS59,FDRreg,sd.m,583
EWAS59,FDRreg,mean,597
EWAS59,FDRreg,mad,596
EWAS59,FDRreg,dip,581
EWAS59,FDRreg,precision,591
EWAS59,FDRreg,direction,581
EWAS59,FDRreg,refgene.pos,581
EWAS59,FDRreg,cpg.loc,582
EWAS59,FDRreg,chr,581
EWAS59,FDRreg,dhs,581
EWAS59,FDRreg,probe.type,582
EWAS59,AdaPT,sd.b,1145
EWAS59,AdaPT,sd.m,702
EWAS59,AdaPT,mean,775
EWAS59,AdaPT,mad,1087
EWAS59,AdaPT,dip,757
EWAS59,AdaPT,precision,1122
EWAS59,AdaPT,direction,813
EWAS59,AdaPT,refgene.pos,727
EWAS59,AdaPT,cpg.loc,624
EWAS59,AdaPT,chr,751
EWAS59,AdaPT,dhs,713
EWAS59,AdaPT,probe.type,663
EWAS59,BL,sd.b,679
EWAS59,BL,sd.m,643
EWAS59,BL,mean,678
EWAS59,BL,mad,679
EWAS59,BL,dip,633
EWAS59,BL,precision,663
EWAS59,BL,direction,645
EWAS59,BL,refgene.pos,647
EWAS59,BL,cpg.loc,644
EWAS59,BL,chr,643
EWAS59,BL,dhs,632
EWAS59,BL,probe.type,639
EWAS60,IHW,sd.b,12567
EWAS60,IHW,sd.m,10675
EWAS60,IHW,mean,14152
EWAS60,IHW,mad,12390
EWAS60,IHW,dip,10007
EWAS60,IHW,precision,10937
EWAS60,IHW,direction,10220
EWAS60,IHW,refgene.pos,10307
EWAS60,IHW,cpg.loc,10324
EWAS60,IHW,chr,10028
EWAS60,IHW,dhs,10052
EWAS60,IHW,probe.type,10460
EWAS60,CAMT,sd.b,16326
EWAS60,CAMT,sd.m,12666
EWAS60,CAMT,mean,18665
EWAS60,CAMT,mad,16643
EWAS60,CAMT,dip,11884
EWAS60,CAMT,precision,13730
EWAS60,CAMT,direction,12642
EWAS60,CAMT,refgene.pos,12986
EWAS60,CAMT,cpg.loc,12973
EWAS60,CAMT,chr,12051
EWAS60,CAMT,dhs,12131
EWAS60,CAMT,probe.type,13111
EWAS60,FDRreg,sd.b,12213
EWAS60,FDRreg,sd.m,11799
EWAS60,FDRreg,mean,12580
EWAS60,FDRreg,mad,12193
EWAS60,FDRreg,dip,11637
EWAS60,FDRreg,precision,11867
EWAS60,FDRreg,direction,11686
EWAS60,FDRreg,refgene.pos,11697
EWAS60,FDRreg,cpg.loc,11701
EWAS60,FDRreg,chr,11631
EWAS60,FDRreg,dhs,11621
EWAS60,FDRreg,probe.type,11721
EWAS60,AdaPT,sd.b,16471
EWAS60,AdaPT,sd.m,12813
EWAS60,AdaPT,mean,18388
EWAS60,AdaPT,mad,16492
EWAS60,AdaPT,dip,11823
EWAS60,AdaPT,precision,13050
EWAS60,AdaPT,direction,12386
EWAS60,AdaPT,refgene.pos,12469
EWAS60,AdaPT,cpg.loc,12447
EWAS60,AdaPT,chr,12241
EWAS60,AdaPT,dhs,12101
EWAS60,AdaPT,probe.type,12532
EWAS60,BL,sd.b,13455
EWAS60,BL,sd.m,12927
EWAS60,BL,mean,14211
EWAS60,BL,mad,13443
EWAS60,BL,dip,12464
EWAS60,BL,precision,12766
EWAS60,BL,direction,12667
EWAS60,BL,refgene.pos,12636
EWAS60,BL,cpg.loc,12616
EWAS60,BL,chr,12460
EWAS60,BL,dhs,12437
EWAS60,BL,probe.type,12700
EWAS61,IHW,sd.b,577
EWAS61,IHW,sd.m,704
EWAS61,IHW,mean,394
EWAS61,IHW,mad,506
EWAS61,IHW,dip,409
EWAS61,IHW,precision,705
EWAS61,IHW,direction,317
EWAS61,IHW,refgene.pos,310
EWAS61,IHW,cpg.loc,334
EWAS61,IHW,chr,322
EWAS61,IHW,dhs,326
EWAS61,IHW,probe.type,347
EWAS61,CAMT,sd.b,636
EWAS61,CAMT,sd.m,970
EWAS61,CAMT,mean,262
EWAS61,CAMT,mad,442
EWAS61,CAMT,dip,430
EWAS61,CAMT,precision,1134
EWAS61,CAMT,direction,288
EWAS61,CAMT,refgene.pos,250
EWAS61,CAMT,cpg.loc,283
EWAS61,CAMT,chr,376
EWAS61,CAMT,dhs,312
EWAS61,CAMT,probe.type,296
EWAS61,FDRreg,sd.b,509
EWAS61,FDRreg,sd.m,530
EWAS61,FDRreg,mean,379
EWAS61,FDRreg,mad,436
EWAS61,FDRreg,dip,395
EWAS61,FDRreg,precision,521
EWAS61,FDRreg,direction,379
EWAS61,FDRreg,refgene.pos,379
EWAS61,FDRreg,cpg.loc,379
EWAS61,FDRreg,chr,381
EWAS61,FDRreg,dhs,379
EWAS61,FDRreg,probe.type,380
EWAS61,AdaPT,sd.b,639
EWAS61,AdaPT,sd.m,1150
EWAS61,AdaPT,mean,0
EWAS61,AdaPT,mad,411
EWAS61,AdaPT,dip,446
EWAS61,AdaPT,precision,1160
EWAS61,AdaPT,direction,31
EWAS61,AdaPT,refgene.pos,0
EWAS61,AdaPT,cpg.loc,63
EWAS61,AdaPT,chr,257
EWAS61,AdaPT,dhs,235
EWAS61,AdaPT,probe.type,42
EWAS61,BL,sd.b,478
EWAS61,BL,sd.m,497
EWAS61,BL,mean,385
EWAS61,BL,mad,464
EWAS61,BL,dip,386
EWAS61,BL,precision,578
EWAS61,BL,direction,377
EWAS61,BL,refgene.pos,373
EWAS61,BL,cpg.loc,381
EWAS61,BL,chr,374
EWAS61,BL,dhs,367
EWAS61,BL,probe.type,382